Company Name,Ticker,Market Cap (mil),S&P 500 - ETF,Exchange
First Seacoast Bancorp,FSEA,34.97,NO,NSDQ
"First Savings Financial Group, Inc.",FSFG,103.65,NO,NSDQ
"First Solar, Inc.",FSLR,4324.3,NO,NSDQ
L.B. Foster Company,FSTR,135.12,NO,NSDQ
FirstService Corporation,FSV,3386.09,NO,NSDQ
"Frontdoor, Inc.",FTDR,3058.98,NO,NSDQ
"Fuel Tech, Inc.",FTEK,13.51,NO,NSDQ
"SkyPeople Fruit Juice, Inc.",FTFT,40.69,NO,NSDQ
Frontier Communications Corporation,FTRCQ,12.6,NO,NSDQ
"Fulcrum Therapeutics, Inc.",FULC,263.7,NO,NSDQ
Fulton Financial Corporation,FULT,1715.42,NO,NSDQ
First United Corporation,FUNC,86.6,NO,NSDQ
"Sprott Focus Trust, Inc.",FUND,151.63,NO,NSDQ
"First US Bancshares, Inc.",FUSB,38.09,NO,NSDQ
Futu Holdings Limited Sponsored ADR,FUTU,1164.84,NO,NSDQ
"Arcimoto, Inc.",FUV,42.82,NO,NSDQ
"Fvcbankcorp, Inc.",FVCB,138.86,NO,NSDQ
"Five Star Quality Care, Inc.",FVE,100.31,NO,NSDQ
Liberty Media Corporation,FWONA,6034.56,NO,NSDQ
Liberty Media Corporation,FWONK,6356.56,NO,NSDQ
Forward Pharma A/S,FWP,45.59,NO,NSDQ
Forward Air Corporation,FWRD,1405.33,NO,NSDQ
First National Corp.,FXNC,75.87,NO,NSDQ
"German American Bancorp, Inc.",GABC,740.39,NO,NSDQ
"Gaia, Inc.",GAIA,177.05,NO,NSDQ
Gladstone Investment Corporation,GAIN,337.1,NO,NSDQ
Galectin Therapeutics Inc.,GALT,107.22,NO,NSDQ
Garrison Capital Inc.,GARS,32.74,NO,NSDQ
"StealthGas, Inc.",GASS,82,NO,NSDQ
"Glacier Bancorp, Inc.",GBCI,3039.67,NO,NSDQ
"Golub Capital BDC, Inc.",GBDC,1474.54,NO,NSDQ
Global Indemnity PLC,GBLI,322.35,NO,NSDQ
"Global Blood Therapeutics, Inc.",GBT,4883.96,NO,NSDQ
"Greene County Bancorp, Inc.",GCBC,179.18,NO,NSDQ
"Golden Entertainment, Inc.",GDEN,220.25,NO,NSDQ
GDS HOLDINGS,GDS,6975.58,NO,NSDQ
ChaSerg Technology Acquisition Corp.,GDYN,233.56,NO,NSDQ
"Great Elm Capital Group, Inc.",GEC,46.55,NO,NSDQ
"Great Elm Capital Group, Inc.",GECC,35.32,NO,NSDQ
Gencor Industries Inc.,GENC,158.54,NO,NSDQ
Genetic Technologies Ltd,GENE,14.2,NO,NSDQ
Geospace Technologies Corporation,GEOS,69.12,NO,NSDQ
Geron Corporation,GERN,232.42,NO,NSDQ
"Gevo, Inc.",GEVO,13.67,NO,NSDQ
"Guaranty Federal Bancshares, Inc.",GFED,62.72,NO,NSDQ
General Finance Corporation,GFN,176.9,NO,NSDQ
Grupo Financiero Galicia S.A.,GGAL,870.35,NO,NSDQ
"Guardant Health, Inc.",GH,7191.04,NO,NSDQ
GUARDION HEALTH,GHSI,33.67,NO,NSDQ
"Gulf Island Fabrication, Inc.",GIFI,44.19,NO,NSDQ
GigaMedia Limited,GIGM,26.08,NO,NSDQ
"G-III Apparel Group, LTD.",GIII,424.88,NO,NSDQ
Gilat Satellite Networks Ltd.,GILT,465.59,NO,NSDQ
Gladstone Capital Corporation,GLAD,192.52,NO,NSDQ
Globus Maritime Limited,GLBS,3.66,NO,NSDQ
Glen Burnie Bancorp,GLBZ,23.47,NO,NSDQ
Great Lakes Dredge & Dock Corporation,GLDD,504.23,NO,NSDQ
"China Commercial Credit, Inc.",GLG,24.32,NO,NSDQ
"GCI Liberty, Inc.",GLIBA,6412.38,NO,NSDQ
Galmed Pharmaceuticals Ltd.,GLMD,95.76,NO,NSDQ
Golar LNG Limited,GLNG,625.03,NO,NSDQ
Galapagos NV,GLPG,13795.64,NO,NSDQ
"Gaming and Leisure Properties, Inc.",GLPI,5379.7,NO,NSDQ
"Greenlight Capital Re, Ltd.",GLRE,230.84,NO,NSDQ
Glu Mobile Inc.,GLUU,1203.26,NO,NSDQ
"GlycoMimetics, Inc.",GLYC,108.96,NO,NSDQ
Genmab A/S Sponsored ADR,GMAB,15650.64,NO,NSDQ
"Esports Entertainment Group, Inc.",GMBL,20.87,NO,NSDQ
Gamida Cell Ltd.,GMDA,100.52,NO,NSDQ
Golar LNG Partners LP,GMLP,194.05,NO,NSDQ
"Genocea Biosciences, Inc.",GNCA,58.05,NO,NSDQ
GENFIT S.A. Unsponsored ADR,GNFT,749.09,NO,NSDQ
"Greenlane Holdings, Inc.",GNLN,213.81,NO,NSDQ
"GenMark Diagnostics, Inc.",GNMK,682.02,NO,NSDQ
GENPREX INC,GNPX,74.57,NO,NSDQ
LRAD Corporation,GNSS,120.16,NO,NSDQ
Gentex Corporation,GNTX,5955.24,NO,NSDQ
Guaranty Bancshares Inc.,GNTY,275.05,NO,NSDQ
"Genius Brands International, Inc.",GNUS,7.95,NO,NSDQ
Grocery Outlet Holding Corp.,GO,3135.75,NO,NSDQ
Golden Ocean Group Limited,GOGL,498.61,NO,NSDQ
Gogo Inc.,GOGO,127.48,NO,NSDQ
Gladstone Commercial Corporation,GOOD,479.31,NO,NSDQ
"Gossamer Bio, Inc.",GOSS,888.25,NO,NSDQ
Gulfport Energy Corporation,GPOR,260.33,NO,NSDQ
Green Plains Partners LP,GPP,106.3,NO,NSDQ
"Green Plains, Inc.",GPRE,170.69,NO,NSDQ
"GoPro, Inc.",GPRO,463.31,NO,NSDQ
"Green Brick Partners, Inc.",GRBK,361.49,NO,NSDQ
"Grifols, S.A.",GRFS,13916.01,NO,NSDQ
"Griffin Industrial Realty, Inc.",GRIF,182.57,NO,NSDQ
"Muscle Maker, Inc.",GRIL,12.98,NO,NSDQ
Grindrod Shipping Holdings Ltd.,GRIN,45.56,NO,NSDQ
Greenpro Capital Corp.,GRNQ,17.27,NO,NSDQ
"U.S. Global Investors, Inc.",GROW,20.42,NO,NSDQ
"Groupon, Inc.",GRPN,629.28,NO,NSDQ
"Gritstone Oncology, Inc.",GRTS,275.1,NO,NSDQ
"Galera Therapeutics, Inc.",GRTX,316.7,NO,NSDQ
"GRAVITY Co., Ltd.",GRVY,267.88,NO,NSDQ
GrowGeneration Corp.,GRWG,165.89,NO,NSDQ
"Great Southern Bancorp, Inc.",GSBC,551.89,NO,NSDQ
Goosehead Insurance Inc.,GSHD,1817.5,NO,NSDQ
"GSI Technology, Inc.",GSIT,166.04,NO,NSDQ
"GreenSky, Inc.",GSKY,591.85,NO,NSDQ
Ferroglobe PLC,GSM,81.18,NO,NSDQ
TKK Symphony Acquisition Corporation,GSMG,144.27,NO,NSDQ
GRIDSUM HOLDING,GSUM,17.23,NO,NSDQ
The Goodyear Tire & Rubber Company,GT,1609.04,NO,NSDQ
Greenland Acquisition Corporation,GTEC,11.85,NO,NSDQ
G1 THERAPEUTICS,GTHX,501.39,NO,NSDQ
Good Times Restaurants Inc.,GTIM,8.84,NO,NSDQ
"Chart Industries, Inc.",GTLS,1165.14,NO,NSDQ
GTY Technology Holdings Inc.,GTYH,209.43,NO,NSDQ
"Gulf Resources, Inc.",GURE,36.74,NO,NSDQ
"GSE Systems, Inc.",GVP,20.19,NO,NSDQ
"GWG Holdings, Inc",GWGH,280.8,NO,NSDQ
GW Pharmaceuticals PLC,GWPH,3267.53,NO,NSDQ
"Global Water Resources, Inc.",GWRS,230.33,NO,NSDQ
"Gyrodyne , LLC",GYRO,23.32,NO,NSDQ
"Hawaiian Holdings, Inc.",HA,525.66,NO,NSDQ
Hanmi Financial Corporation,HAFC,326.03,NO,NSDQ
"The Hain Celestial Group, Inc.",HAIN,2874.76,NO,NSDQ
"Hallmark Financial Services, Inc.",HALL,56.91,NO,NSDQ
"Halozyme Therapeutics, Inc.",HALO,3233.58,NO,NSDQ
Happiness Biotech Group Limited,HAPP,72.25,NO,NSDQ
"Harpoon Therapeutics, Inc.",HARP,310.86,NO,NSDQ
"Haynes International, Inc.",HAYN,256.9,NO,NSDQ
"Home Bancorp, Inc.",HBCP,212.81,NO,NSDQ
"Harvard Bioscience, Inc.",HBIO,102.77,NO,NSDQ
"Howard Bancorp, Inc.",HBMD,184.17,NO,NSDQ
Horizon Bancorp (IN),HBNC,458.7,NO,NSDQ
"Huttig Building Products, Inc.",HBP,23.4,NO,NSDQ
"HBT Financial, Inc.",HBT,288.57,NO,NSDQ
Harvest Capital Credit Corporation,HCAP,25.38,NO,NSDQ
"Health Catalyst, Inc.",HCAT,973.53,NO,NSDQ
"Heritage-Crystal Clean, Inc.",HCCI,392.46,NO,NSDQ
"The Hackett Group, Inc.",HCKT,431.89,NO,NSDQ
Hutchison China MediTech Limited,HCM,2794.33,NO,NSDQ
"Healthcare Services Group, Inc.",HCSG,1763.37,NO,NSDQ
"HD Supply Holdings, Inc.",HDS,4511.31,NO,NSDQ
"Hudson Technologies, Inc.",HDSN,37.09,NO,NSDQ
Turtle Beach Corporation,HEAR,135.72,NO,NSDQ
"Hebron Technology Co., Ltd.",HEBT,132.59,NO,NSDQ
"H&E Equipment Services, Inc.",HEES,484.2,NO,NSDQ
Helen of Troy Limited,HELE,3615.42,NO,NSDQ
ContraVir Pharmaceuticals Inc,HEPA,11.87,NO,NSDQ
"Home Federal Bancorp, Inc. of Louisiana",HFBL,41.6,NO,NSDQ
HF FOODS GROUP INC.,HFFG,358.76,NO,NSDQ
Heritage Financial Corporation,HFWA,669.62,NO,NSDQ
HeadHunter Group PLC Sponsored ADR,HHR,728.5,NO,NSDQ
"China Advanced Construction Materials Group, Inc.",HHT,9.89,NO,NSDQ
"Hibbett Sports, Inc.",HIBB,234.36,NO,NSDQ
Hingham Institution for Savings,HIFS,316.54,NO,NSDQ
Highway Holdings Limited,HIHO,7.68,NO,NSDQ
"Himax Technologies, Inc.",HIMX,568.08,NO,NSDQ
HANCOCK JAFFE,HJLI,8.8,NO,NSDQ
Hailiang Education Group Inc.,HLG,1256.16,NO,NSDQ
"Helios Technologies, Inc",HLIO,979.66,NO,NSDQ
Harmonic Inc.,HLIT,641.52,NO,NSDQ
Hamilton Lane Inc.,HLNE,3008.7,NO,NSDQ
Houghton Mifflin Harcourt Company,HMHC,142.96,NO,NSDQ
"HMN Financial, Inc.",HMNF,76.16,NO,NSDQ
"HomeStreet, Inc.",HMST,513.75,NO,NSDQ
HMS Holdings Corp,HMSY,2489.65,NO,NSDQ
"Hemisphere Media Group, Inc.",HMTV,343.17,NO,NSDQ
"Hennessy Advisors, Inc.",HNNA,56.19,NO,NSDQ
Hallador Energy Company,HNRG,20.93,NO,NSDQ
Hooker Furniture Corporation,HOFT,166.21,NO,NSDQ
"Hollysys Automation Technologies, Ltd.",HOLI,809.76,NO,NSDQ
"Home BancShares, Inc.",HOMB,2175.16,NO,NSDQ
"HarborOne Bancorp, Inc.",HONE,438.14,NO,NSDQ
HOOKIPA Pharma Inc.,HOOK,177.87,NO,NSDQ
"Hope Bancorp, Inc.",HOPE,1035.34,NO,NSDQ
"Hoth Therapeutics, Inc.",HOTH,34.59,NO,NSDQ
Command Center Inc.,HQI,87.98,NO,NSDQ
"HealthEquity, Inc.",HQY,3638.93,NO,NSDQ
"Imprimis Pharmaceuticals, Inc.",HROW,115.89,NO,NSDQ
"Heron Therapeutics, Inc.",HRTX,1323.98,NO,NSDQ
Horizon Technology Finance Corporation,HRZN,152.38,NO,NSDQ
"Helius Medical Technologies, Inc.",HSDT,8.03,NO,NSDQ
"Heidrick & Struggles International, Inc.",HSII,454.21,NO,NSDQ
Heska Corporation,HSKA,500.17,NO,NSDQ
"Hudson Global, Inc.",HSON,27.87,NO,NSDQ
"HealthStream, Inc.",HSTM,792.99,NO,NSDQ
"HomeTrust Bancshares, Inc.",HTBI,260.86,NO,NSDQ
Heritage Commerce Corp,HTBK,462.25,NO,NSDQ
"Heat Biologics, Inc.",HTBX,43.18,NO,NSDQ
"HTG Molecular Diagnostics, Inc.",HTGM,19.57,NO,NSDQ
"China Lodging Group, Limited",HTHT,8485.11,NO,NSDQ
"Heartland Express, Inc.",HTLD,1623.05,NO,NSDQ
"Heartland Financial USA, Inc.",HTLF,1104.95,NO,NSDQ
"Hub Group, Inc.",HUBG,1585.73,NO,NSDQ
FSD PHARMA INC,HUGE,25.82,NO,NSDQ
Huize Holding Limited Sponsored ADR,HUIZ,408.59,NO,NSDQ
"Hurco Companies, Inc.",HURC,193.89,NO,NSDQ
Huron Consulting Group Inc.,HURN,1139.63,NO,NSDQ
"HV Bancorp, Inc.",HVBC,26.44,NO,NSDQ
"Hawthorn Bancshares, Inc.",HWBK,100.55,NO,NSDQ
Hancock Whitney Corporation,HWC,1643.68,NO,NSDQ
Houston Wire & Cable Company,HWCC,34.77,NO,NSDQ
"Hawkins, Inc.",HWKN,374.95,NO,NSDQ
Hexindai Inc. Sponsored ADR,HX,20.38,NO,NSDQ
HyreCar Inc.,HYRE,24.45,NO,NSDQ
Horizon Therapeutics Public Limited Company,HZNP,6330.29,NO,NSDQ
IAC/InterActiveCorp,IAC,18958.05,NO,NSDQ
Integra LifeSciences Holdings Corporation,IART,4065.09,NO,NSDQ
iShares Nasdaq Biotechnology ETF,IBB,8025.05,NO,NSDQ
Independent Bank Corporation,IBCP,295.61,NO,NSDQ
IBERIABANK Corporation,IBKC,1913.23,NO,NSDQ
"Interactive Brokers Group, Inc.",IBKR,16043.87,NO,NSDQ
International Bancshares Corporation,IBOC,1723.19,NO,NSDQ
"Independent Bank Group, Inc",IBTX,1145.75,NO,NSDQ
icad inc.,ICAD,239.19,NO,NSDQ
"County Bancorp, Inc.",ICBK,120.52,NO,NSDQ
ImmuCell Corporation,ICCC,33.76,NO,NSDQ
"ICC Holdings, Inc.",ICCH,34.15,NO,NSDQ
"ICF International, Inc.",ICFI,1284.94,NO,NSDQ
"Ichor Holdings, Ltd.",ICHR,507.64,NO,NSDQ
iClick Interactive Asia Group Ltd.,ICLK,249.82,NO,NSDQ
ICON PLC,ICLR,7990.21,NO,NSDQ
CM Finance Inc,ICMB,65.48,NO,NSDQ
"Iconix Brand Group, Inc.",ICON,6.97,NO,NSDQ
"Intercept Pharmaceuticals, Inc.",ICPT,2743.23,NO,NSDQ
"ICU Medical, Inc.",ICUI,4686.84,NO,NSDQ
"InterDigital, Inc.",IDCC,1490.4,NO,NSDQ
"Ideanomics, Inc.",IDEX,108.74,NO,NSDQ
"Intellicheck Mobilisa, Inc.",IDN,79.75,NO,NSDQ
"Idera Pharmaceuticals, Inc.",IDRA,62.44,NO,NSDQ
"Interpace Diagnostics Group, Inc.",IDXG,20.22,NO,NSDQ
"IDEAYA Biosciences, Inc.",IDYA,103.55,NO,NSDQ
"Infrastructure and Energy Alternatives, Inc.",IEA,40.42,NO,NSDQ
IEC Electronics Corp.,IEC,71.98,NO,NSDQ
iShares 7-10 Year Treasury Bond ETF,IEF,21655.42,NO,NSDQ
Icahn Enterprises L.P.,IEP,10198.72,NO,NSDQ
"IES Holdings, Inc.",IESC,374.2,NO,NSDQ
iFresh Inc.,IFMK,22.23,NO,NSDQ
InflaRx N.V.,IFRX,151.63,NO,NSDQ
iShares Intermediate-Term Corporate Bond ETF,IGIB,7861.78,NO,NSDQ
Tiberius Acquisition Corporation,IGIC,128.44,NO,NSDQ
"IGM Biosciences, Inc.",IGMS,1726.58,NO,NSDQ
iShares Short-Term Corporate Bond ETF,IGSB,15197.49,NO,NSDQ
"iHeartMedia, Inc.",IHRT,369.73,NO,NSDQ
"Information Services Group, Inc.",III,112.83,NO,NSDQ
"Insteel Industries, Inc.",IIIN,314.53,NO,NSDQ
"i3 Verticals, Inc.",IIIV,572.19,NO,NSDQ
IntriCon Corporation,IIN,95.01,NO,NSDQ
II-VI Incorporated,IIVI,2820.13,NO,NSDQ
iShares S&P Small-Cap 600 Growth ETF,IJT,3562.7,NO,NSDQ
Ikonics Corporation,IKNX,6.55,NO,NSDQ
Industrial Logistics Properties Trust,ILPT,1089.91,NO,NSDQ
I-Mab Sponsored ADR,IMAB,806.26,NO,NSDQ
"IMAC Holdings, Inc.",IMAC,14.21,NO,NSDQ
EVINE Live Inc.,IMBI,14.51,NO,NSDQ
"ImmunoGen, Inc.",IMGN,707.74,NO,NSDQ
"Ingles Markets, Incorporated",IMKTA,804.08,NO,NSDQ
Prima BioMed Ltd,IMMP,44.07,NO,NSDQ
Immersion Corporation,IMMR,202.75,NO,NSDQ
"Immunomedics, Inc.",IMMU,6084.17,NO,NSDQ
Chipmos Technologies Ltd.,IMOS,844.42,NO,NSDQ
IMARA Inc.,IMRA,265.53,NO,NSDQ
IMMURON LTD,IMRN,10.1,NO,NSDQ
Integrated Media Technology Limited,IMTE,11.65,NO,NSDQ
"Immunic, Inc.",IMUX,98.85,NO,NSDQ
IMV INC,IMV,119.48,NO,NSDQ
"Immunovant, Inc.",IMVT,1232.13,NO,NSDQ
"INTERNATIONAL MONEY EXPRESS, INC.",IMXI,287.92,NO,NSDQ
First Internet Bancorp,INBK,139.2,NO,NSDQ
Independent Bank Corp.,INDB,2297.51,NO,NSDQ
"Infinity Pharmaceuticals, Inc.",INFI,60.88,NO,NSDQ
Infinera Corporation,INFN,1113.84,NO,NSDQ
"Inogen, Inc",INGN,1090.64,NO,NSDQ
"INmune Bio, Inc.",INMB,46.21,NO,NSDQ
InMode Ltd.,INMD,719.39,NO,NSDQ
"INNOVATE BIOPHARMACEUTICALS, INC.",INNT,24.8,NO,NSDQ
"Inovio Pharmaceuticals, Inc.",INO,2128.9,NO,NSDQ
Innodata Inc.,INOD,24.46,NO,NSDQ
"Inovalon Holdings, Inc.",INOV,2694.98,NO,NSDQ
Inpixon,INPX,11.01,NO,NSDQ
"Inspired Entertainment, Inc.",INSE,57.56,NO,NSDQ
Inseego Corp.,INSG,1233.23,NO,NSDQ
"Insmed, Inc.",INSM,1899.64,NO,NSDQ
The Intergroup Corporation,INTG,66.2,NO,NSDQ
INTL FCStone Inc.,INTL,675.57,NO,NSDQ
"Innoviva, Inc.",INVA,1347.29,NO,NSDQ
"Identiv, Inc.",INVE,46.72,NO,NSDQ
"InnerWorkings, Inc.",INWK,56.84,NO,NSDQ
"Ionis Pharmaceuticals, Inc.",IONS,8095.64,NO,NSDQ
Innospec Inc.,IOSP,1693.92,NO,NSDQ
Adesto Technologies Corporation,IOTS,368.59,NO,NSDQ
"Iovance Biotherapeutics, Inc.",IOVA,4669.04,NO,NSDQ
"Inter Parfums, Inc.",IPAR,1370.65,NO,NSDQ
"Professional Diversity Network, Inc.",IPDN,8.13,NO,NSDQ
Ideal Power Inc.,IPWR,5.33,NO,NSDQ
"iQIYI, Inc. Sponsored ADR",IQ,13029.54,NO,NSDQ
iRobot Corporation,IRBT,1536.03,NO,NSDQ
IRSA Propiedades Comerciales S.A.,IRCP,204.75,NO,NSDQ
Iridium Communications Inc,IRDM,3094.36,NO,NSDQ
IRIDEX Corporation,IRIX,23.58,NO,NSDQ
iRadimed Corporation,IRMD,242.21,NO,NSDQ
"IF Bancorp, Inc.",IROQ,53.04,NO,NSDQ
IRHYTHM TECH,IRTC,2692.16,NO,NSDQ
"Ironwood Pharmaceuticals, Inc.",IRWD,1626.36,NO,NSDQ
"Investors Bancorp, Inc.",ISBC,2046.22,NO,NSDQ
"IVERIC bio, Inc.",ISEE,183.85,NO,NSDQ
"Insignia Systems, Inc.",ISIG,8.24,NO,NSDQ
"Image Sensing Systems, Inc.",ISNS,19.85,NO,NSDQ
"Innovative Solutions and Support, Inc.",ISSC,63.68,NO,NSDQ
Investar Holding Corporation,ISTR,129.09,NO,NSDQ
Intra-Cellular Therapies Inc.,ITCI,1175.07,NO,NSDQ
"Iteris, Inc.",ITI,152.34,NO,NSDQ
Investors Title Company,ITIC,256.69,NO,NSDQ
Itamar Medical Ltd. Sponsored ADR,ITMR,134.36,NO,NSDQ
"Itron, Inc.",ITRI,2623.51,NO,NSDQ
Iterum Therapeutics PLC,ITRM,37.27,NO,NSDQ
Ituran Location and Control Ltd.,ITRN,332.94,NO,NSDQ
"Intevac, Inc.",IVAC,124.39,NO,NSDQ
"IZEA WORLDWIDE, INC.",IZEA,7.15,NO,NSDQ
Jack In The Box Inc.,JACK,1265.07,NO,NSDQ
"Jaguar Animal Health, Inc.",JAGX,25.03,NO,NSDQ
"JAKKS Pacific, Inc.",JAKK,23.15,NO,NSDQ
"Appliance Recycling Centers of America, Inc.",JAN,5.13,NO,NSDQ
Jazz Pharmaceuticals PLC,JAZZ,6014.65,NO,NSDQ
JetBlue Airways Corporation,JBLU,2144.17,NO,NSDQ
"John B. Sanfilippo & Son, Inc.",JBSS,948.95,NO,NSDQ
"j2 Global, Inc.",JCOM,3660.19,NO,NSDQ
"Communications Systems, Inc.",JCS,48.23,NO,NSDQ
Jewett-Cameron Trading Company,JCTCF,18.73,NO,NSDQ
Jiayin Group Inc. Sponsored ADR,JFIN,124.94,NO,NSDQ
9F Inc. Sponsored ADR,JFU,1394.79,NO,NSDQ
Aurora Mobile Limited Sponsored ADR,JG,273.64,NO,NSDQ
J & J Snack Foods Corp.,JJSF,2227.33,NO,NSDQ
"Jounce Therapeutics, Inc.",JNCE,159.35,NO,NSDQ
"51job, Inc.",JOBS,4280.88,NO,NSDQ
Johnson Outdoors Inc.,JOUT,602.93,NO,NSDQ
China Finance Online Co. Limited,JRJC,11.89,NO,NSDQ
"Jerash Holdings (US), Inc.",JRSH,50.96,NO,NSDQ
"James River Group Holdings, Ltd.",JRVR,1039.21,NO,NSDQ
"Coffee Holding Co., Inc.",JVA,15.54,NO,NSDQ
The Joint Corp.,JYNT,154.8,NO,NSDQ
"Kala Pharmaceuticals, Inc.",KALA,362.2,NO,NSDQ
Kaiser Aluminum Corporation,KALU,1137.05,NO,NSDQ
"KalVista Pharmaceuticals, Inc.",KALV,198.8,NO,NSDQ
"Kimball International, Inc.",KBAL,402.98,NO,NSDQ
KBS Fashion Group Limited,KBSF,4.53,NO,NSDQ
"Kimball Electronics, Inc.",KE,295.07,NO,NSDQ
"Kelly Services, Inc.",KELYA,537.08,NO,NSDQ
"Kelly Services, Inc.",KELYB,572.67,NO,NSDQ
Kewaunee Scientific Corporation,KEQU,28.88,NO,NSDQ
MTech Acquisition Corp.,KERN,106.37,NO,NSDQ
Kentucky First Federal Bancorp,KFFB,51.1,NO,NSDQ
"Kforce, Inc.",KFRC,634.96,NO,NSDQ
Kingold Jewelry Inc.,KGJI,11.9,NO,NSDQ
OrthoPediatrics Corp.,KIDS,757.27,NO,NSDQ
"Kindred Biosciences, Inc.",KIN,156.77,NO,NSDQ
"Kingstone Companies, Inc",KINS,54.24,NO,NSDQ
"Kirkland's, Inc.",KIRK,12.63,NO,NSDQ
"Kaleido Biosciences, Inc.",KLDO,197.74,NO,NSDQ
"Kulicke and Soffa Industries, Inc.",KLIC,1514.54,NO,NSDQ
"KLX Energy Services Holdings, Inc.",KLXE,25.73,NO,NSDQ
Kamada Ltd.,KMDA,329.45,NO,NSDQ
"KemPharm, Inc.",KMPH,13.3,NO,NSDQ
"Kandi Technologies Group, Inc.",KNDI,209.69,NO,NSDQ
"Kiniksa Pharmaceuticals, Ltd.",KNSA,1103.12,NO,NSDQ
"Kinsale Capital Group, Inc.",KNSL,2306.27,NO,NSDQ
Kodiak Sciences Inc.,KOD,2351.59,NO,NSDQ
Kopin Corporation,KOPN,32.71,NO,NSDQ
Koss Corporation,KOSS,9.18,NO,NSDQ
Karyopharm Therapeutics Inc.,KPTI,1840.41,NO,NSDQ
36Kr Holdings Inc. Sponsored ADR,KRKR,131.23,NO,NSDQ
Repro-Med Systems Inc.,KRMD,456.4,NO,NSDQ
Kornit Digital Ltd.,KRNT,1180.94,NO,NSDQ
Kearny Financial,KRNY,671.64,NO,NSDQ
"Keros Therapeutics, Inc.",KROS,586.99,NO,NSDQ
"Karuna Therapeutics, Inc.",KRTX,2260.09,NO,NSDQ
"Kura Sushi USA, Inc.",KRUS,88.52,NO,NSDQ
"Krystal Biotech, Inc.",KRYS,848.92,NO,NSDQ
Key Tronic Corporation,KTCC,38.31,NO,NSDQ
"Kratos Defense & Security Solutions, Inc.",KTOS,1522.85,NO,NSDQ
Kitov Pharmaceuticals Holdings Ltd.,KTOV,12.71,NO,NSDQ
"Kura Oncology, Inc.",KURA,480.63,NO,NSDQ
"KVH Industries, Inc.",KVHI,158.46,NO,NSDQ
CM Seven Star Acquisition Corporation,KXIN,54,NO,NSDQ
Novogen Limited,KZIA,20.5,NO,NSDQ
"Kezar Life Sciences, Inc.",KZR,165.71,NO,NSDQ
"Lakeland Industries, Inc.",LAKE,121.34,NO,NSDQ
Lamar Advertising Company,LAMR,4977.5,NO,NSDQ
Lancaster Colony Corporation,LANC,3727.74,NO,NSDQ
Gladstone Land Corporation,LAND,288.6,NO,NSDQ
Landmark Bancorp Inc.,LARK,93.55,NO,NSDQ
nLight Inc.,LASR,550.22,NO,NSDQ
Laureate Education Inc.,LAUR,1763.08,NO,NSDQ
"Lawson Products, Inc.",LAWS,264.31,NO,NSDQ
"LAZYDAYS HOLDINGS, INC.",LAZY,19.57,NO,NSDQ
"Lakeland Bancorp, Inc.",LBAI,523.29,NO,NSDQ
Luther Burbank Corporation,LBC,545.28,NO,NSDQ
Liberty Broadband Corporation,LBRDA,22333.8,NO,NSDQ
Liberty Broadband Corporation,LBRDK,22934.08,NO,NSDQ
Liberty Global PLC,LBTYA,11627.24,NO,NSDQ
Liberty Global PLC,LBTYB,11614.59,NO,NSDQ
Liberty Global PLC,LBTYK,11080.04,NO,NSDQ
LCNB Corporation,LCNB,161.71,NO,NSDQ
"Lifetime Brands, Inc.",LCUT,106.7,NO,NSDQ
"Lands' End, Inc.",LE,220.14,NO,NSDQ
"Lincoln Electric Holdings, Inc.",LECO,4573.74,NO,NSDQ
SemiLEDS Corporation,LEDS,7.73,NO,NSDQ
Legacy Housing Corporation,LEGH,234,NO,NSDQ
"Level One Bancorp, Inc.",LEVL,125.84,NO,NSDQ
"Littelfuse, Inc.",LFUS,3309.48,NO,NSDQ
Lifevantage Corporation,LFVN,186.69,NO,NSDQ
"LGI Homes, Inc.",LGIH,1236.04,NO,NSDQ
Ligand Pharmaceuticals Incorporated,LGND,1611.38,NO,NSDQ
"LHC Group, Inc.",LHCG,3877.07,NO,NSDQ
"aTyr Pharma, Inc.",LIFE,33.85,NO,NSDQ
Liberty Global PLC,LILA,1912.01,NO,NSDQ
Liberty Global PLC,LILAK,1861.07,NO,NSDQ
Lincoln Educational Services Corporation,LINC,63.8,NO,NSDQ
Lindblad Expeditions Holdings Inc.,LIND,254.56,NO,NSDQ
"LiqTech International, Inc.",LIQT,87.57,NO,NSDQ
Lumentum Holdings Inc.,LITE,5877.4,NO,NSDQ
Live Ventures Incorporated,LIVE,11.33,NO,NSDQ
LivaNova PLC,LIVN,2604.4,NO,NSDQ
"LiveXLive Media, Inc.",LIVX,121.29,NO,NSDQ
LIZHI INC. Sponsored ADR,LIZI,232.32,NO,NSDQ
La Jolla Pharmaceutical Company,LJPC,185.88,NO,NSDQ
Luckin Coffee Inc. Sponsored ADR,LK,1033.31,NO,NSDQ
Luokung Technology Corp.,LKCO,95.83,NO,NSDQ
Lakeland Financial Corporation,LKFN,959.93,NO,NSDQ
Lianluo Smart Limited,LLIT,7.16,NO,NSDQ
"Limelight Networks, Inc.",LLNW,654.74,NO,NSDQ
"LeMaitre Vascular, Inc.",LMAT,544.23,NO,NSDQ
"Limbach Holdings, Inc.",LMB,21.25,NO,NSDQ
"LM Funding America, Inc.",LMFA,2.17,NO,NSDQ
Prometic Life Sciences Inc.,LMNL,194.29,NO,NSDQ
Limoneira Co,LMNR,231.08,NO,NSDQ
